"","DCA1","DCA2","DCA3","DCA4"
"amo1",1.55713797297788,0,0,0
"amo2",0.882189694180523,0,0,0
"coli1",-0.213190347594139,0,0,0
"coli2",-0.522652415358042,0,0,0
"coli3",-1.01227211653282,0,0,0
