"","DCA1","DCA2","DCA3","DCA4"
"X2",0.885435744250083,-0.0204609094186927,0,0
"X3",-0.203603377210722,0.201217704221595,0,0
"X4",-0.195486457687338,-0.0775885032037153,0,0
"X5",0.0440458206267571,-0.125204682972156,0,0
