"","group1","group2","mrpp.delta.euclidean","mrpp.p.euclidean","mrpp.delta.jaccard","mrpp.p.jaccard","mrpp.delta.bray","mrpp.p.bray","anosim.R.euclidean","anosim.p.euclidean","anosim.R.jaccard","anosim.p.jaccard","anosim.R.bray","anosim.p.bray","adonis.R2.euclidean","adonis.p.euclidean","adonis.R2.jaccard","adonis.p.jaccard","adonis.R2.bray","adonis.p.bray"
"1","A","B",21.3414654117571,1,0.875956284153005,1,0.779411764705882,1,-0.5,1,-0.5,1,-0.5,1,0.260517799352751,0.666666666666667,0.297874841836259,1,0.27390180878553,1
