"","DCA1","DCA2","DCA3","DCA4"
"X2",0.00861929764618546,-0.0530893280403763,0,0
"X3",0.385574332604881,-0.0140305136122703,0,0
"X4",-0.231363333266738,-0.0956529368262797,0,0
"X5",-0.2571074266366,0.126293595200715,0,0
