"","X2","X3","X4","X5"
"X2",NA,1.06086946437661,-0.320253012149738,-0.192862263879193
"X3",1.06086946437661,NA,0.593144057424352,-0.0159974763217446
"X4",-0.320253012149738,0.593144057424352,NA,-1.05028132723692
"X5",-0.192862263879193,-0.0159974763217446,-1.05028132723692,NA
