"","mpdist","NRI","mntdist","NTI"
"X2",0.27038598615917,0.497515596556817,0.0497882352941176,1.0830205757492
"X3",0.278724048442907,-0.0392068426695135,0.146235294117647,-1.77384316317595
"X4",0.109710726643599,1.22051022449315,0.0640235294117647,0.953750271702873
"X5",0.346039619377163,-0.547655195305341,0.0721529411764706,-0.665989186179561
