"","DCA1","DCA2","DCA3","DCA4"
"X2",0.608691026230243,-0.0449007719143647,0,0
"X3",-0.35937635104237,0.307853393170329,0,0
"X4",-0.25325709918611,-0.180338584093876,0,0
"X5",0.201573491485522,-0.054805334271372,0,0
