"","X2","X3","X4","X5"
"X2",0,0.361844117647059,0.339690830449827,0.319772664359862
"X3",0.361844117647059,0,0.570403633217993,0.389538754325259
"X4",0.339690830449827,0.570403633217993,0,0.35800285467128
"X5",0.319772664359862,0.389538754325259,0.35800285467128,0
