"","group1","group2","mrpp.delta.euclidean","mrpp.p.euclidean","mrpp.delta.jaccard","mrpp.p.jaccard","mrpp.delta.bray","mrpp.p.bray","anosim.R.euclidean","anosim.p.euclidean","anosim.R.jaccard","anosim.p.jaccard","anosim.R.bray","anosim.p.bray","adonis.R2.euclidean","adonis.p.euclidean","adonis.R2.jaccard","adonis.p.jaccard","adonis.R2.bray","adonis.p.bray"
"1","C","D",17.631338250816,0.333333333333333,0.826190476190476,0.333333333333333,0.705882352941176,0.333333333333333,0.5,0.333333333333333,0.625,0.333333333333333,0.625,0.333333333333333,0.496763754045307,0.0416666666666667,0.373959656940653,0.333333333333333,0.400516795865633,0.333333333333333
