"","Factor","Taxa.category","sum.Pearson.r","sum.Pearson.p","sum.Kendall.r","sum.Kendall.p","sum.Spearman.r","sum.Spearman.p","Mantel.Eucl.Pearson.r","Mantel.Eucl.Pearson.p","Mantel.Eucl.Kendall.r","Mantel.Eucl.Kendall.p","Mantel.Eucl.Spearman.r","Mantel.Eucl.Spearman.p","Mantel.Bray.Pearson.r","Mantel.Bray.Pearson.p","Mantel.Bray.Kendall.r","Mantel.Bray.Kendall.p","Mantel.Bray.Spearman.r","Mantel.Bray.Spearman.p","CCA.proportion","CCA.p"
"1","pH","Nitrospira",0.133248554220237,0.866751445779763,0.182574185835055,0.717981666733777,0.316227766016838,0.683772233983162,0.595874809388488,0.166666666666667,0.2,0.5,0.428571428571429,0.208333333333333,0.369784791879172,0.208333333333333,0.0666666666666667,0.708333333333333,0.371428571428571,0.333333333333333,0.449661513957209,0.25
"2","pH","Proteobacteria",-0.133248554220237,0.866751445779763,-0.182574185835055,0.717981666733777,-0.316227766016838,0.683772233983162,-0.089107905245532,0.708333333333333,0.0666666666666667,0.666666666666667,0.142857142857143,0.458333333333333,-0.508906961916415,0.958333333333333,-0.333333333333333,0.958333333333333,-0.542857142857143,0.958333333333333,0.250618421710823,0.833333333333333
"3","temp","Nitrospira",-0.272073976088743,0.727926023911257,-0.182574185835055,0.717981666733777,-0.105409255338946,0.894590744661054,-0.070067005395157,0.5,0.0666666666666667,0.666666666666667,-0.0285714285714286,0.666666666666667,-0.225164596943244,0.708333333333333,-0.0666666666666667,0.75,-0.0857142857142857,0.625,0.340333269223042,0.5
"4","temp","Proteobacteria",0.272073976088743,0.727926023911257,0.182574185835055,0.717981666733777,0.105409255338946,0.894590744661054,-0.0968205555944801,0.666666666666667,-0.0666666666666667,0.75,-0.0857142857142857,0.666666666666667,0.573594295902067,0.125,0.333333333333333,0.25,0.6,0.125,0.526401118143208,0.125
"5","DO","Nitrospira",-0.352399621201542,0.647600378798458,-0.182574185835055,0.717981666733777,-0.316227766016838,0.683772233983162,-0.0294686216155547,0.5,-0.0666666666666667,0.75,-0.0285714285714286,0.5,-0.122634528710639,0.583333333333333,0.0666666666666667,0.625,0.0285714285714286,0.541666666666667,0.247718326627558,0.791666666666667
"6","DO","Proteobacteria",0.352399621201542,0.647600378798458,0.182574185835055,0.717981666733777,0.316227766016838,0.683772233983162,0.591472756294352,0.125,0.6,0.166666666666667,0.771428571428571,0.0833333333333333,0.379140596735465,0.333333333333333,0.2,0.416666666666667,0.257142857142857,0.416666666666667,0.517647871944766,0.333333333333333
