"","sample1","sample2","betaMPD","betaNRI","betaMNTD","betaNTI"
"1","X3","X2",0.361844117647059,0.235534632110817,0.0723352941176471,1.06086946437661
"2","X4","X2",0.339690830449827,0.693570870205082,0.0371029411764706,-0.320253012149738
"3","X5","X2",0.319772664359862,-1.17155498799683,0.0376147058823529,-0.192862263879193
"4","X4","X3",0.570403633217993,2.88006563846511,0.0867455882352941,0.593144057424352
"5","X5","X3",0.389538754325259,1.0320390934668,0.0473720588235294,-0.0159974763217446
"6","X5","X4",0.35800285467128,0.188549594083064,0.0302294117647059,-1.05028132723692
