"","X2","X3","X4","X5"
"X2",0,0.0723352941176471,0.0371029411764706,0.0376147058823529
"X3",0.0723352941176471,0,0.0867455882352941,0.0473720588235294
"X4",0.0371029411764706,0.0867455882352941,0,0.0302294117647059
"X5",0.0376147058823529,0.0473720588235294,0.0302294117647059,0
