"","DCA1","DCA2","DCA3","DCA4"
"OTU6",0.429761387817666,0,0,0
"OTU7",0.0666428002634422,0,0,0
"OTU8",-0.634282483861204,0,0,0
"OTU9",-1.75555355394131,0,0,0
"OTU10",1.48994899518313,0,0,0
"OTU11",0.107809805599831,0,0,0
