"","X2","X3","X4","X5"
"X2",NA,0.235534632110817,0.693570870205082,-1.17155498799683
"X3",0.235534632110817,NA,2.88006563846511,1.0320390934668
"X4",0.693570870205082,2.88006563846511,NA,0.188549594083064
"X5",-1.17155498799683,1.0320390934668,0.188549594083064,NA
